ID;Date d'acquisition;Nombre de fois exposé;Domaine;nomImage;Titre principal;Prénom NOM
1086;1982;9;Photographie;1A30446.JPG;Adolphe-Julien Fouéré, l'ermite de Rothéneuf;Gilles EHRMANN
1087;1982;10;Photographie;1A30447.JPG;Rothéneuf;Gilles EHRMANN
1088;1982;8;Photographie;3C00503.JPG;Adolphe-Julien Fouéré, l'ermite de Rothéneuf;Gilles EHRMANN
1089;1982;10;Photographie;1A30449.JPG;Adolphe-Julien Fouéré, l'ermite de Rothéneuf;Gilles EHRMANN
1090;1982;7;Photographie;1A30450.JPG;Frédéric Séron, Boulanger de Pressoir-Prompt;Gilles EHRMANN
1091;1982;4;Photographie;1A30454.JPG;Frédéric Séron, Boulanger de Pressoir-Prompt;Gilles EHRMANN
1092;1982;3;Photographie;1A30455.JPG;Raymond Isidore à Chartres;Gilles EHRMANN
1093;1982;6;Photographie;1A30456.JPG;Raymond Isidore employé à l'entretien du cimetière;Gilles EHRMANN
1094;1982;5;Photographie;1A30457.JPG;Madame Raymond Isidore à Chartres;Gilles EHRMANN
1095;1982;4;Photographie;3C00486.JPG;Hippolyte Massé en Vendée;Gilles EHRMANN
1096;1982;6;Photographie;1A30459.JPG;Le passeur Hippolyte en Vendée;Gilles EHRMANN
1097;1982;7;Photographie;1A30460.JPG;Le peintre Gaston Chaissac en Vendée;Gilles EHRMANN
1098;1982;4;Photographie;1A30461.JPG;Gaston Chaissac en Vendée;Gilles EHRMANN
1099;1982;4;Photographie;1A30462.JPG;Le peintre Gaston Chaissac en Vendée;Gilles EHRMANN
1100;1982;8;Photographie;1A30463.JPG;Le maraîcher Joseph Marmin en Vendée;Gilles EHRMANN
1101;1982;11;Photographie;1A30464.JPG;Le maraîcher Joseph Marmin en Vendée;Gilles EHRMANN
1102;1982;7;Photographie;1A30465.JPG;Le maraîcher Joseph Marmin en Vendée;Gilles EHRMANN
1103;1982;6;Photographie;1A30466.JPG;Le facteur Ferdinand Cheval à Hauterives;Gilles EHRMANN
1104;1982;6;Photographie;1A30467.JPG;Le facteur Ferdinand Cheval à Hauterives;Gilles EHRMANN
1105;1982;6;Photographie;1A30468.JPG;Le facteur Ferdinand Cheval;Gilles EHRMANN
1106;1982;7;Photographie;1A30469.JPG;Le facteur Ferdinand Cheval à Hauterives;Gilles EHRMANN
1107;1982;8;Photographie;1A30470.JPG;Le facteur Ferdinand Cheval à Hauterives;Gilles EHRMANN
1108;1982;4;Photographie;1A30471.JPG;Le facteur Ferdinand Cheval à Hauterives;Gilles EHRMANN
1109;1982;6;Photographie;1A30472.JPG;L'énigme de Bomarzo;Gilles EHRMANN
1110;1982;7;Photographie;1A30473.JPG;Bomarzo, Italie;Gilles EHRMANN
1111;1982;6;Photographie;1A30474.JPG;L'énigme de Bomarzo;Gilles EHRMANN
1112;1982;6;Photographie;1A30452.JPG;L'énigme de Bomarzo, Italie;Gilles EHRMANN
1113;1982;3;Photographie;1A30453.JPG;Villa Palagonia, Italie;Gilles EHRMANN
1114;1982;3;Photographie;1A30451.JPG;Villa Palagonia, Italie;Gilles EHRMANN
1115;1982;3;Photographie;5D36321.JPG;Villa Palagonia, Italie;Gilles EHRMANN
1116;2010;2;Peinture;5D36322.JPG;Peinture 4-4;ERNEST T.
1117;2010;2;Peinture;5D36323.JPG;Peinture 5-1;ERNEST T.
1118;2010;2;Peinture;3L02574.JPG;Peinture 8-3;ERNEST T.
1119;1981;0;Peinture;;L'isolement;Annick ESCHERMANN
1120;2012;0;Oeuvre en 3 dimensions;;Petit dessin infini au sol;Lionel ESTÈVE
1121;2009;2;Nouveaux médias;5D29423.JPG;Light Bridges;Alexandre ESTRELA
1122;2006;9;Objet;3L02656.JPG;Abécédaire et autres lieux;ETIENNE-MARTIN
1123;2000;3;Peinture;3L02657.JPG;Sans titre;Sylvie FANCHON
1124;2000;4;Peinture;3L02658.JPG;Sans titre;Sylvie FANCHON
1125;2000;4;Peinture;3L02996.JPG;Sans titre;Sylvie FANCHON
1126;1984;12;Photographie;3L02997.JPG;Plage du Plat-Gousset;Jacques FAUJOUR
1127;1984;8;Photographie;3L02998.JPG;Plage du Plat-Gousset;Jacques FAUJOUR
1128;1984;6;Photographie;3L02999.JPG;Plage du Plat-Gousset;Jacques FAUJOUR
1129;1984;5;Photographie;3L03000.JPG;Plage de Saint-Pair-sur-Mer;Jacques FAUJOUR
1130;1984;7;Photographie;3L03001.JPG;Plage du Plat-Gousset;Jacques FAUJOUR
1131;1984;11;Photographie;3L03002.JPG;Plage du Plat-Gousset;Jacques FAUJOUR
1132;1984;5;Photographie;3L03003.JPG;Plage du Kelen à Carantec;Jacques FAUJOUR
1133;1984;5;Photographie;3L03004.JPG;Plage du Plat Gousset;Jacques FAUJOUR
1134;1984;4;Photographie;3L03005.JPG;Saint-Pair-sur-Mer;Jacques FAUJOUR
1135;1984;4;Photographie;3L03397.JPG;Kairon-plage;Jacques FAUJOUR
1136;;2;Peinture;4J02303.JPG;Zeichen des Irdischen Zentrums;Helmut FEDERLE
1137;;2;Peinture;3L03399.JPG;Destructiv Zero Limited III;Helmut FEDERLE
1138;;2;Peinture;3L02575.JPG;Indian Painting;Helmut FEDERLE
1139;1997;6;Peinture;3C00499.JPG;Nullbild-Serie, C;Helmut FEDERLE
1140;1981;11;Sculpture;3C00501.JPG;Croquets;Nicolas FéDORENKO
1141;1984;12;Dessin;3C00500.JPG;juin-84;Nicolas FéDORENKO
1142;1984;11;Dessin;3L02985.JPG;Eté 1984;Nicolas FéDORENKO
1143;1986;5;Publication, livre, reliure;3C00502.JPG;Livre L'autre (Notes);Nicolas FéDORENKO
1144;1992;3;Peinture;;Sans titre;Nicolas FéDORENKO
1145;2003;2;Peinture;;Iconostase des rongeurs;Nicolas FéDORENKO
1146;2009;4;Oeuvre en 3 dimensions;4T12030.JPG;For Mozambique (Model n°2 for Screen-Orator-Kiosk celebrating a post-independance Utopia);Angela FERREIRA
1147;2005;5;Peinture;3D01902.JPG;Comme tout jour;Dominique FIGARELLA
1148;2006;11;Photographie;5D36684.JPG;Depuis Anata, 15 mars 2004Depuis Shufat, 3 avril 2004;Anne-Marie FILAIRE
1149;2011;6;Photographie;3L02586.JPG;Environs de Jérusalem, depuis Anata, 17 mai 2007;Anne-Marie FILAIRE
1150;1998;17;Estampe;3D01978.JPG;Projects for Sky Writing;Robert FILLIOU
1151;2006;0;Publication, livre, reliure;5D36694.JPG;Livre Games at the Cedilla, or the Cedilla Takes Off;Robert FILLIOU, George BRECHT
1152;2009;1;Oeuvre en 3 dimensions;5D29831.JPG;In & Out of Business;Francesco FINIZIO
1153;1987;1;Design graphique;5D29836.JPG;Bobbin;Ian Hamilton FINLAY
1154;1987;0;Design graphique;3D02018.JPG;Hommage à David;Ian Hamilton FINLAY
1155;1987;1;Design graphique;3D02022.JPG;unda onda woge vague wave;Ian Hamilton FINLAY
1156;1987;1;Design graphique;3D02025.JPG;;Ian Hamilton FINLAY
1157;1987;0;Design graphique;3D02028.JPG;And how many Divisions has Arcady ?;Ian Hamilton FINLAY
1158;1987;1;Design graphique;3D02036.JPG;Betula Pendula;Ian Hamilton FINLAY
1159;1987;0;Design graphique;3D02061.JPG;Stay-Sail;Ian Hamilton FINLAY
1160;1987;0;Design graphique;3D02062.JPG;Charm;Ian Hamilton FINLAY
1161;1987;0;Design graphique;3D02064.JPG;Family (A Homage to Simon Cutts);Ian Hamilton FINLAY
1162;1987;0;Design graphique;3D02067.JPG;Temple;Ian Hamilton FINLAY
1163;1987;0;Design graphique;3D02073.JPG;Two Epicurean Poems<tab>and An Epicurean Paradox;Ian Hamilton FINLAY
1164;1987;1;Publication, livre, reliure;5D29889.JPG;Seal-Easy;Ian Hamilton FINLAY
1165;1987;2;Publication, livre, reliure;5D29890.JPG;Dépliant Horloge de Flore;Ian Hamilton FINLAY
1166;1987;1;Design graphique;5D29891.JPG;Third Anniversary of the First Battle of Little Sparta;Ian Hamilton FINLAY
1167;1987;1;Publication, livre, reliure;5D29894.JPG;First Battle of Little Sparta;Ian Hamilton FINLAY
1168;1987;1;Design graphique;5D29897.JPG;Too Many Laws Too Few Examples;Ian Hamilton FINLAY
1169;1987;1;Design graphique;5D29901.JPG;To Apollo His Music His Missiles His Muses;Ian Hamilton FINLAY
1170;1987;0;Publication, livre, reliure;5D29905.JPG;A Placement;Ian Hamilton FINLAY
1171;1987;0;Design graphique;5D29908.JPG;Saint-Just Vigilantes after J-L David;Ian Hamilton FINLAY
1172;1987;0;Publication, livre, reliure;5D29910.JPG;Livre Terror is the Piety of the Revolution A Commentary;Ian Hamilton FINLAY
1173;1987;1;Objet/Design;5D29920.JPG;Autre (Jeu) Pacific;Ian Hamilton FINLAY
1174;1987;0;Publication, livre, reliure;5D29921.JPG;Copyright;Ian Hamilton FINLAY
1175;1987;1;Design graphique;5D29924.JPG;Tree Column-Base 'Saint-Just';Ian Hamilton FINLAY
1176;1987;1;Publication, livre, reliure;5D29925.JPG;Dépliant Every Goal negates. Ludwig Feuerbach;Ian Hamilton FINLAY
1177;1987;2;Publication, livre, reliure;5D29929.JPG;Wildflower;Ian Hamilton FINLAY
1178;1987;0;Design graphique;5D29931.JPG;How will one hide from that which never sets;Ian Hamilton FINLAY
1179;1987;1;Design graphique;5D29933.JPG;Tree-Shells;Ian Hamilton FINLAY
1180;1987;1;Design graphique;5D29934.JPG;The Lone Sail/Schooner;Ian Hamilton FINLAY
1181;1987;1;Publication, livre, reliure;5D29939.JPG;Other ships in this series;Ian Hamilton FINLAY
1182;1987;1;Design graphique;5D29940.JPG;The Marble Arrow always hits its Mark!;Ian Hamilton FINLAY
1183;1987;0;Publication, livre, reliure;5D29947.JPG;Beat the reds with the white wedge : correspond!;Ian Hamilton FINLAY
1184;1987;0;Design graphique;5D29950.JPG;Paris and Oenone;Ian Hamilton FINLAY
1185;1987;0;Design graphique;5D29952.JPG;In the back of every dying civilisation sticks a bloody Doric column;Ian Hamilton FINLAY
1186;1987;0;Design graphique;5D29955.JPG;William & Rose, with a pair of reefs down;Ian Hamilton FINLAY
1187;1987;1;Design graphique;5D29959.JPG;December 25...;Ian Hamilton FINLAY
1188;1987;3;Design graphique;5D29961.JPG;A Modest Hero;Ian Hamilton FINLAY
1189;1987;0;Design graphique;5D29963.JPG;A corner of the Garden Temple;Ian Hamilton FINLAY
1190;1987;1;Design graphique;5D29967.JPG;Committee of Public Safety, Little Sparta;Ian Hamilton FINLAY
1191;1987;1;Design graphique;5D29973.JPG;Re-Use Trees save Paper;Ian Hamilton FINLAY
1192;1987;1;Design graphique;5D29975.JPG;The Present Order is the Disorder the Future Saint-Just;Ian Hamilton FINLAY
1193;1987;2;Publication, livre, reliure;5D29981.JPG;Calendar;Ian Hamilton FINLAY
1194;1987;1;Design graphique;5D29985.JPG;A Patch for Rip-tide : Sail;Ian Hamilton FINLAY
1195;1987;0;Design graphique;5D29988.JPG;Swans;Ian Hamilton FINLAY
1196;1987;0;Publication, livre, reliure;5D29992.JPG;Sans titre;Ian Hamilton FINLAY
1197;1987;1;Design graphique;5D30000.JPG;'Wave' 'solitary wave' 'great wave of translation';Ian Hamilton FINLAY
1198;1987;1;Design graphique;;Rotkehlchen;Ian Hamilton FINLAY
1199;1987;1;Design graphique;;Birch-Bark;Ian Hamilton FINLAY
1200;1987;0;Design graphique;;Frigate;Ian Hamilton FINLAY
1201;1987;1;Objet/Design;;Médaille VIRTUE TERROR;Ian Hamilton FINLAY
1202;1987;1;Objet/Design;;Agrafe, clip, broche, épingle Too many Laws Too few Examples;Ian Hamilton FINLAY
1203;1987;1;Publication, livre, reliure;;Livre Fs;Ian Hamilton FINLAY
1204;1987;1;Design graphique;;Affiche Acrobats;Ian Hamilton FINLAY
1205;1987;1;Design graphique;;Affiche Sea/Land;Ian Hamilton FINLAY
1206;1987;0;Design graphique;;Affiche La Belle Hollandaise;Ian Hamilton FINLAY
1207;1987;0;Design graphique;;Affiche Ajar (o.p.*);Ian Hamilton FINLAY
1208;1987;1;Design graphique;5D29991.JPG;Affiche Summer Poem;Ian Hamilton FINLAY
1209;1987;1;Design graphique;5D29995.JPG;Sea-Poppy 2;Ian Hamilton FINLAY
1210;1987;1;Reproduction photomécanique;3D02044.JPG;The Land's Drift Trawl Ring Seine Shadows;Ian Hamilton FINLAY
1211;1987;0;Design graphique;5D29957.JPG;Barges;Ian Hamilton FINLAY
1212;1987;0;Design graphique;;Point-to-Point;Ian Hamilton FINLAY
1213;1987;0;Design graphique;;4 Sails;Ian Hamilton FINLAY
1214;1987;1;Design graphique;;Affiche Seams;Ian Hamilton FINLAY
1215;1987;1;Design graphique;3D02059.JPG;Affiche Poem / Print N°11;Ian Hamilton FINLAY
1216;1987;2;Design graphique;5D29909.JPG;Arcadian Sundials;Ian Hamilton FINLAY
1217;1987;0;Design graphique;5D29927.JPG;A Waterlily Pool;Ian Hamilton FINLAY
1218;1987;2;Publication, livre, reliure;;The Archange of Archangel;Ian Hamilton FINLAY
1219;1987;0;Publication, livre, reliure;;Errata;Ian Hamilton FINLAY
1220;1987;1;Design graphique;;Affiche Catameringue;Ian Hamilton FINLAY
1221;1987;1;Design graphique;;Affiche Scottish Zulu;Ian Hamilton FINLAY
1222;1987;1;Design graphique;;Affiche The Little Seamstress;Ian Hamilton FINLAY
1223;1987;1;Design graphique;3D02034.JPG;Affiche Poem/Print N°14;Ian Hamilton FINLAY
1224;1987;0;Design graphique;5D29948.JPG;A Sea Street Anthology;Ian Hamilton FINLAY
1225;1987;0;Publication, livre, reliure;5D29984.JPG;Livre Evening/Sail 2;Ian Hamilton FINLAY
1226;1987;1;Design graphique;;Flotte de Pêche;Ian Hamilton FINLAY
1227;1987;0;Publication, livre, reliure;;Glossary;Ian Hamilton FINLAY
1228;1987;1;Publication, livre, reliure;;Seashells;Ian Hamilton FINLAY
1229;1987;0;Publication, livre, reliure;;Homage to Vuillard (o.p.*);Ian Hamilton FINLAY
1230;1987;1;Publication, livre, reliure;5D29828.JPG;Sailing Barge Redwing;Ian Hamilton FINLAY
1231;1987;2;Publication, livre, reliure;3D02009.JPG;Livret Sail/Sundial;Ian Hamilton FINLAY
1232;1987;1;Design graphique;5D29888.JPG;Blue water's bark;Ian Hamilton FINLAY
1233;1987;0;Publication, livre, reliure;5D29900.JPG;D1;Ian Hamilton FINLAY
1234;1987;0;Design graphique;;Homage to Kahnweiler;Ian Hamilton FINLAY
1235;1987;0;Design graphique;3D02031.JPG;Affiche Prinz Eugen;Ian Hamilton FINLAY
1236;1987;0;Design graphique;3D02039.JPG;O'Erlikon;Ian Hamilton FINLAY
1237;1987;0;Publication, livre, reliure;3D02063.JPG;Leporello Mid-Pacific Elements;Ian Hamilton FINLAY
1238;1987;0;Publication, livre, reliure;3D02065.JPG;Livre A Family;Ian Hamilton FINLAY
1239;1987;1;Design graphique;5D29918.JPG;Family Group;Ian Hamilton FINLAY
1240;1987;1;Design graphique;5D29944.JPG;Trim Here;Ian Hamilton FINLAY
1241;1987;1;Design graphique;5D29980.JPG;Kamikaze Butterflies Cherry Blossom Splinters;Ian Hamilton FINLAY
1242;1987;1;Design graphique;5D29989.JPG;Estuary Cupboards;Ian Hamilton FINLAY
1243;1987;1;Publication, livre, reliure;5D29998.JPG;Tea Cards;Ian Hamilton FINLAY
1244;1987;1;Design graphique;;Bath Roundels;Ian Hamilton FINLAY
1245;1987;0;Publication, livre, reliure;;Stationery;Ian Hamilton FINLAY
1246;1987;0;Design graphique;;Affiche Necktank;Ian Hamilton FINLAY
1247;1987;3;Design graphique;5D29902.JPG;Affiche Arcadia;Ian Hamilton FINLAY
1248;1987;1;Publication, livre, reliure;5D29904.JPG;Livre Homage to Robert Lax;Ian Hamilton FINLAY
1249;1987;1;Publication, livre, reliure;5D29923.JPG;Definitions of Lawns 2;Ian Hamilton FINLAY
1250;1987;2;Publication, livre, reliure;5D29953.JPG;A Pretty Kettle of Fish;Ian Hamilton FINLAY
1251;1987;1;Design graphique;5D29976.JPG;National Flag Series : Cythera;Ian Hamilton FINLAY
1252;1987;1;Publication, livre, reliure;5D29977.JPG;The Last Norfolk Wherry;Ian Hamilton FINLAY
1253;1987;1;Publication, livre, reliure;5D29987.JPG;Schiff;Ian Hamilton FINLAY
1254;1987;0;Publication, livre, reliure;;Gourd;Ian Hamilton FINLAY
1255;1987;1;Design graphique;;Homage to Max Bill;Ian Hamilton FINLAY
1256;1987;1;Publication, livre, reliure;5D29832.JPG;Homage to Malevich;Ian Hamilton FINLAY
1257;1987;0;Design graphique;3D02012.JPG;Homage to the L.A. Doust Art Manuals;Ian Hamilton FINLAY
1258;1987;2;Publication, livre, reliure;3D02014.JPG;A Mast of Hankies;Ian Hamilton FINLAY
1259;1987;2;Publication, livre, reliure;3D02030.JPG;Livre The Wild Hawthorn Wonder Book of Boats;Ian Hamilton FINLAY
1260;1987;1;Design graphique;3D02032.JPG;Trombone Carrier;Ian Hamilton FINLAY
1261;1987;1;Design graphique;3D02046.JPG;Pierrot;Ian Hamilton FINLAY
1262;1987;0;Design graphique;3D02058.JPG;"Stonypath Garden and Gallery Series : ""U.S.S. Nautilus""";Ian Hamilton FINLAY
1263;1987;2;Design graphique;5D29913.JPG;Panzer am Waldrande;Ian Hamilton FINLAY
1264;1987;0;Publication, livre, reliure;5D29916.JPG;Dépliant Textbooklet 1;Ian Hamilton FINLAY
1265;1987;2;Design graphique;5D29917.JPG;The Great Piece of Turf;Ian Hamilton FINLAY
1266;1987;3;Design graphique;5D29926.JPG;Elegiac Inscription;Ian Hamilton FINLAY
1267;1987;0;Design graphique;5D29949.JPG;Sail/Stamp;Ian Hamilton FINLAY
1268;1987;1;Design graphique;5D29966.JPG;National Flags Series : Utopia;Ian Hamilton FINLAY
1269;1987;0;Design graphique;5D29978.JPG;Tea-Kettle-Drum;Ian Hamilton FINLAY
1270;1987;2;Design graphique;;Eastertide;Ian Hamilton FINLAY
1271;1987;1;Design graphique;;Cherry Stones;Ian Hamilton FINLAY
1272;1987;1;Design graphique;;National Flags Series : Valhalla;Ian Hamilton FINLAY
1273;1987;1;Design graphique;;Lullaby;Ian Hamilton FINLAY
1274;1987;1;Design graphique;;Marine Prototypes;Ian Hamilton FINLAY
1275;1987;1;Publication, livre, reliure;;Livre Airs Waters Graces;Ian Hamilton FINLAY
1276;1987;1;Publication, livre, reliure;;L'Embarquement pour l'Ile de Cythère;Ian Hamilton FINLAY
1277;1987;1;Design graphique;;Affiche A Panzer Selection;Ian Hamilton FINLAY
1278;1987;1;Design graphique;;Affiche Lullaby;Ian Hamilton FINLAY
1279;1987;0;Design graphique;;Affiche Venus of the Hours;Ian Hamilton FINLAY
1280;1987;0;Design graphique;;Affiche Sundial print : Umbra Solis ...;Ian Hamilton FINLAY
1281;1987;1;Publication, livre, reliure;5D29848.JPG;Livre So you want to be a Panzer Leader;Ian Hamilton FINLAY
1282;1987;1;Design graphique;3D02033.JPG;Lyre 1;Ian Hamilton FINLAY
1283;1987;0;Design graphique;3D02041.JPG;Motoring Chocolate Soldier;Ian Hamilton FINLAY
1284;1987;0;Design graphique;;Adventurer;Ian Hamilton FINLAY
1285;1987;0;Publication, livre, reliure;;At the Field's Edge;Ian Hamilton FINLAY
1286;1987;0;Publication, livre, reliure;;Homage to Agam;Ian Hamilton FINLAY
1287;1987;0;Design graphique;;Affiche Are Aircraft Carriers Urban or Rural ?;Ian Hamilton FINLAY
1288;1987;1;Design graphique;5D29826.JPG;Affiche Luftwaffe - after Mondrian;Ian Hamilton FINLAY
1289;1987;9;Publication, livre, reliure;5D29830.JPG;Livre Imitations, Variations, Reflections, Copies;Ian Hamilton FINLAY
1290;1987;1;Design graphique;3D02020.JPG;Betula Pendula (Silver Birch);Ian Hamilton FINLAY
1291;1987;1;Design graphique;3D02026.JPG;Achtung ! Minen;Ian Hamilton FINLAY
1292;1987;0;Design graphique;3D02027.JPG;Lyre;Ian Hamilton FINLAY
1293;1987;0;Design graphique;3D02040.JPG;Homage to J.M. Synge;Ian Hamilton FINLAY
1294;1987;0;Publication, livre, reliure;3D02057.JPG;Livret Art Test;Ian Hamilton FINLAY
1295;1987;2;Design graphique;5D29895.JPG;After Thomas Hearne;Ian Hamilton FINLAY
1296;1987;0;Design graphique;5D29906.JPG;Counter-Argument;Ian Hamilton FINLAY
1297;1987;0;Design graphique;5D29922.JPG;Improvisation N° 1;Ian Hamilton FINLAY
1298;1987;0;Design graphique;5D29960.JPG;"In Memoriam ""The Roberts""";Ian Hamilton FINLAY
1299;1987;0;Design graphique;5D29996.JPG;Wordsworth / Wadsworth;Ian Hamilton FINLAY
1300;1987;0;Design graphique;;Battle of the Atlantic, Livingston;Ian Hamilton FINLAY
1301;1987;1;Publication, livre, reliure;;Livre Homage to Poussin;Ian Hamilton FINLAY
1302;1987;0;Publication, livre, reliure;;Flowers;Ian Hamilton FINLAY
1303;1987;0;Design graphique;;Affiche Apollo and Daphne after Bernini;Ian Hamilton FINLAY
1304;1987;1;Design graphique;;Affiche Battle of Midway I;Ian Hamilton FINLAY
1305;1987;1;Design graphique;3D02017.JPG;Affiche Battle of Midway II;Ian Hamilton FINLAY
1306;1987;0;Design graphique;3D02029.JPG;Persevere;Ian Hamilton FINLAY
1307;1987;1;Design graphique;3D02071.JPG;Auch ich war in Arkadien...;Ian Hamilton FINLAY
1308;1987;0;Publication, livre, reliure;5D29907.JPG;Bois d'amour;Ian Hamilton FINLAY
1309;1987;0;Publication, livre, reliure;5D29932.JPG;Livre Trailblazers;Ian Hamilton FINLAY
1310;1987;0;Design graphique;5D29964.JPG;A Woodland Flute;Ian Hamilton FINLAY
1311;1987;1;Design graphique;5D29979.JPG;Some versions of Pastoral;Ian Hamilton FINLAY
1312;1987;1;Publication, livre, reliure;5D29997.JPG;Leaf / Bark Bookmark (o.p.*);Ian Hamilton FINLAY
1313;1987;1;Design graphique;5D29999.JPG;Marionette (2);Ian Hamilton FINLAY
1314;1987;1;Publication, livre, reliure;;Marionette (1);Ian Hamilton FINLAY
1315;1987;1;Design graphique;;Handley Page Heyford;Ian Hamilton FINLAY
1316;1987;1;Design graphique;5D29833.JPG;Affiche The Harbour at Gravelines;Ian Hamilton FINLAY
1317;1987;2;Design graphique;3D02068.JPG;Butterfly;Ian Hamilton FINLAY
1318;1987;2;Publication, livre, reliure;3D02069.JPG;Livre Peterhead Fragments;Ian Hamilton FINLAY
1319;1987;1;Publication, livre, reliure;5D29914.JPG;Butterfly Garden;Ian Hamilton FINLAY
1320;1987;0;Publication, livre, reliure;5D29915.JPG;Dépliant Textbooklet 2;Ian Hamilton FINLAY
1321;1987;0;Publication, livre, reliure;5D29928.JPG;Dépliant Textbooklet 3;Ian Hamilton FINLAY
1322;1987;1;Design graphique;5D29930.JPG;Snow Bark;Ian Hamilton FINLAY
1323;1987;1;Design graphique;5D29954.JPG;Arbre (Tree);Ian Hamilton FINLAY
1324;1987;2;Design graphique;5D29982.JPG;Cythera;Ian Hamilton FINLAY
1325;1987;2;Publication, livre, reliure;5D29986.JPG;Ulysses was here;Ian Hamilton FINLAY
1326;1987;0;Design graphique;;Blue Water's Bark;Ian Hamilton FINLAY
1327;1987;0;Publication, livre, reliure;5D29827.JPG;Livre Dzaezl;Ian Hamilton FINLAY
1328;1987;0;Publication, livre, reliure;3D02060.JPG;Livret Woods and Seas;Ian Hamilton FINLAY
1329;1987;1;Design graphique;5D29938.JPG;After John Flaxman R.A.;Ian Hamilton FINLAY
1330;1987;1;Publication, livre, reliure;5D29962.JPG;Livre Two Billows;Ian Hamilton FINLAY
1331;1987;1;Design graphique;;Landscape with Woods and a Pillar Box for the posting of belligerent Letters;Ian Hamilton FINLAY
1332;1987;0;Publication, livre, reliure;;Livre Romances, Emblems, Enigmas;Ian Hamilton FINLAY
1333;1987;1;Publication, livre, reliure;;Livre Coincidence in the work of Ian Hamilton Finlay;Ian Hamilton FINLAY
1334;1987;1;Design graphique;;Affiche Nude/Drapped Nude;Ian Hamilton FINLAY
1335;1987;0;Design graphique;3D02066.JPG;Affiche Sub Specie Aeternitatis;Ian Hamilton FINLAY
1336;1987;0;Design graphique;5D29892.JPG;Angélique et Médor;Ian Hamilton FINLAY
1337;1987;2;Publication, livre, reliure;5D29919.JPG;Les Cimetières Des Naufragés;Ian Hamilton FINLAY
1338;1987;0;Publication, livre, reliure;;Livre A Litany, A Requiem;Ian Hamilton FINLAY
1339;1987;1;Publication, livre, reliure;;Livre The Anaximander Fragment;Ian Hamilton FINLAY
1340;1987;0;Publication, livre, reliure;;Livre Unnatural Pebbles;Ian Hamilton FINLAY
1341;1987;0;Design graphique;;Affiche Lettre de Cachet;Ian Hamilton FINLAY
1342;1987;0;Design graphique;3D02013.JPG;Affiche A Classic Landscape;Ian Hamilton FINLAY
1343;1987;0;Publication, livre, reliure;5D29935.JPG;Livre The Mailed Pinkie;Ian Hamilton FINLAY
1344;1987;0;Publication, livre, reliure;5D29936.JPG;Livre Little Sermons Series;Ian Hamilton FINLAY
1345;1987;0;Publication, livre, reliure;5D29945.JPG;Livre Anticipations;Ian Hamilton FINLAY
1346;1987;0;Publication, livre, reliure;5D29956.JPG;Livre Midway 3;Ian Hamilton FINLAY
1347;1987;1;Design graphique;;Two Trees;Ian Hamilton FINLAY
1348;1987;0;Design graphique;;The Months;Ian Hamilton FINLAY
1349;1987;0;Publication, livre, reliure;;Penny Browns;Ian Hamilton FINLAY
1350;1987;0;Design graphique;5D29829.JPG;Affiche 4 Posters Against the Scottish Arts Council;Ian Hamilton FINLAY
1351;1987;1;Publication, livre, reliure;3D02021.JPG;Dépliant Chant for a Regional Occasion;Ian Hamilton FINLAY
1352;1987;0;Design graphique;3D02038.JPG;Within the System of Greek Architecture;Ian Hamilton FINLAY
1353;1987;1;Design graphique;3D02042.JPG;Hommage à David (2);Ian Hamilton FINLAY
1354;1987;0;Design graphique;3D02043.JPG;Join the Saint-Just<tab>Vigilantes (1);Ian Hamilton FINLAY
1355;1987;0;Design graphique;3D02045.JPG;A Flute for Saint-Just;Ian Hamilton FINLAY
1356;1987;1;Design graphique;5D29887.JPG;Daddy, what did YOU do in The Little Spartan War?;Ian Hamilton FINLAY
1357;1987;1;Design graphique;5D29896.JPG;Against the Hébertists;Ian Hamilton FINLAY
1358;1987;1;Design graphique;5D29898.JPG;Neoclassicism needs you;Ian Hamilton FINLAY
1359;1987;2;Design graphique;5D29899.JPG;A View on the Hedgehog Garden;Ian Hamilton FINLAY
1360;1987;0;Design graphique;5D29942.JPG;Pink Melon Joy - And More;Ian Hamilton FINLAY
1361;1987;2;Publication, livre, reliure;5D29951.JPG;The Errata of Ovid;Ian Hamilton FINLAY
1362;1987;1;Design graphique;5D29958.JPG;Lexical Diversions;Ian Hamilton FINLAY
1363;1987;1;Design graphique;5D29969.JPG;Join the Saint-Just Vigilantes (2);Ian Hamilton FINLAY
1364;1987;1;Design graphique;5D29970.JPG;A Dryad Discovered;Ian Hamilton FINLAY
1365;1987;0;Design graphique;5D29983.JPG;Heroic Anagrams : Saint-Just;Ian Hamilton FINLAY
1366;1987;2;Design graphique;5D29990.JPG;Temple, n. (after Claude);Ian Hamilton FINLAY
1367;1987;0;Publication, livre, reliure;5D29993.JPG;Shock Tropes;Ian Hamilton FINLAY
1368;1987;0;Design graphique;;Two Translations;Ian Hamilton FINLAY
1369;1987;2;Publication, livre, reliure;;Livre Gardens of Exile;Ian Hamilton FINLAY
1370;1987;0;Publication, livre, reliure;;Ian Hamilton Finlay Posters;Ian Hamilton FINLAY
1371;1987;0;Publication, livre, reliure;5D29893.JPG;Saint-Just Posters;Ian Hamilton FINLAY
1372;1987;0;Design graphique;5D29965.JPG;The Strathclyde Times;Ian Hamilton FINLAY
1373;1987;1;Design graphique;;He Spoke like an Axe;Ian Hamilton FINLAY
