Peinture;2001
Oeuvre en 3 dimensions;2001
Peinture;1995
Peinture;1996
Dessin;1982
Oeuvre en 3 dimensions;1992
Peinture;1991
Reproduction photomécanique;2006
Peinture;1982
Peinture;2004
Peinture;2004
Peinture;1983
Photographie;1996
Photographie;1996
Photographie;1996
Photographie;1996
Photographie;1996
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Photographie;2010
Peinture;1992
Photographie;1994
Oeuvre en 3 dimensions;1990
Dessin;2004
Estampe;1981
Peinture;2008
Peinture;2008
Peinture;2008
Dessin;2008
Dessin;2008
Dessin;2008
Peinture;2007
Peinture;2007
Peinture;2007
Peinture;2007
Photographie;2009
Photographie;2011
Photographie;2011
Photographie;2011
Photographie;2011
Photographie;2011
Photographie;2011
Photographie;2011
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1983
Photographie;1983
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1983
Photographie;1983
Photographie;1983
Photographie;2000
Photographie;2000
Photographie;2000
Photographie;2000
Oeuvre en 3 dimensions;2008
Dessin;1983
Dessin;1983
Dessin;1983
Dessin;1983
Dessin;1983
Dessin;1983
Dessin;1983
Dessin;1983
Peinture;1983
Nouveaux médias;2011
Nouveaux médias;2011
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Photographie;1982
Peinture;2010
Peinture;2010
Peinture;2010
Peinture;1981
Oeuvre en 3 dimensions;2012
Nouveaux médias;2009
Objet;2006
Peinture;2000
Peinture;2000
Peinture;2000
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Photographie;1984
Peinture;
Peinture;
Peinture;
Peinture;1997
Sculpture;1981
Dessin;1984
Dessin;1984
Publication, livre, reliure;1986
Peinture;1992
Peinture;2003
Oeuvre en 3 dimensions;2009
Peinture;2005
Photographie;2006
Photographie;2011
Estampe;1998
Publication, livre, reliure;2006
Oeuvre en 3 dimensions;2009
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Objet/Design;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Objet/Design;1987
Objet/Design;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Reproduction photomécanique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Publication, livre, reliure;1987
Design graphique;1987
Design graphique;1987
Design graphique;1987
